authorizer,enterer,modifier,reference_no,author1init,author1last,author2init,author2last,otherauthors,pubyr,reftitle,pubtitle,editors,pubvol,pubno,firstpage,lastpage,publication_type,basis,language,doi,comments,project_name,project_ref_no,created,modified
M. Clapham,M. Clapham,M. Clapham,42467,R.,Etheridge Jr.,,,,1903,"Descriptions of Carboniferous fossils from the Gascoyne District, Western Australia, collected by Mr. A. Gibb Maitland, government geologist",Western Australia Geological Survey Bulletin,,10,,1,31,journal article,stated with evidence,English,,,,NA,2012-07-27 05:10:41,2012-08-03 15:52:17
M. Clapham,M. Clapham,,42482,G.,Hahn,R.,Hahn,,1981,�ber Acropyge (Trilobitae; Ober-Perm),Senckenbergiana Lethaea,,61,,217,225,journal article,stated with evidence,German,,,,NA,2012-07-29 04:54:31,2012-07-29 04:54:31
M. Clapham,M. Clapham,,42594,R.,Etheridge Jr.,W. S.,Dun,,1909,"Notes on the Permo-Carboniferous Producti of eastern Australia, with synonymy",Records of the Geological Survey of New South Wales,,8,,293,304,journal article,stated without evidence,English,,,,NA,2012-08-13 10:28:41,2012-08-13 10:28:41
M. Clapham,M. Clapham,,42668,A. A.,Stoyanow,,,,1910,On the character of the boundary of Palaeozoic and Mesozoic near Djulfa,"Zapiski Imperatorskago St. Peterburgskago Mineralogicheskago Obshchestva, Vtoraya Seriya",,47,,61,135,journal article,stated with evidence,English,,"Serial also given German title: ""Verhandlungen der Russisch-Kaiserlichen Mineralogischen Gesellschaft zu St. Petersburg, Zweite Serie""",,NA,2012-08-17 10:04:52,2012-08-17 10:04:52
M. Uhen,M. Uhen,,42872,F. S.,MacNeil,,,,1946,Geology of Southeastern Alabama,Southeastern Geological Society Field Trip Guidebook,,4,,1,91,guidebook,stated without evidence,English,,,,,2012-09-06 00:22:10,2012-09-06 00:22:10
M. Clapham,M. Clapham,,42917,B.,Runnegar,,,,1967,Desmodont bivalves from the Permian of eastern Australia,"Bureau of Mineral Resources, Geology and Geophysics Bulletin",,96,,1,108,serial monograph,stated with evidence,English,,,,NA,2012-09-09 07:29:56,2012-09-09 07:29:56
W. Kiessling,U. Merkel,,42974,N. P.,Lazarenko,I. Y.,Gogin,"T. V. Pegel, G. P. Abaimova",2011,"The Khos-Nelege section of the Ogon'or Formation: a potential candidate for the GSSP of stage 10, Cambrian System",Bulletin of Geosciences,,86,3,555,568,journal article,stated without evidence,English,,,,NA,2012-09-12 21:51:40,2012-09-12 21:51:40
W. Kiessling,U. Merkel,,42993,D. K.,Choi,J. G.,Lee,B. C. Sheen,2004,"Upper Cambrian agnostoid trilobites from the Machari Formation,Yongwol, Korea",Geobios,,37,,159,189,journal article,stated without evidence,English,,,,NA,2012-09-13 17:47:21,2012-09-13 17:47:21
M. Clapham,M. Clapham,M. Clapham,43132,A. S.,Dagys,N. I.,Kurushin,,1985,Triasovye brakhiopody i dvustvorchatye mollyuski severa sredney Sibiri,"Akademiya Nauk SSSR, Sibirskoe Otdelenie Trudy Instituta Geologii I Geofiziki",,633,,1,160,serial monograph,stated with evidence,Russian,,,,NA,2012-09-26 13:27:45,2013-09-22 15:04:12
M. Clapham,M. Clapham,,43207,L.,Li,D. L.,Yang,R. L. Feng,1986,"The brachiopods and the boundary of Late Carboniferous-Early Permian in Longlin region, Guangxi",Bulletin of the Yichang Institute of Geology and Mineral Resources,,11,,199,258,journal article,stated with evidence,Chinese,,,,NA,2012-10-06 11:40:48,2012-10-06 11:40:48
A. Hendy,A. Hendy,,43229,A. A.,Olsson,,,,1922,The Miocene of Northern Costa Rica,Bulletins of American Paleontology,,9,39,1,309,serial monograph,stated with evidence,English,,,,NA,2012-10-09 00:44:38,2012-10-09 00:44:38
M. Aberhan,T. Schossleitner,,43332,C. A.,McRoberts,L.,Krystyn,M. Hautmann,2012,"Macrofaunal response to the end Triassic mass extinction in the West-Tethyan K�ssen Basin, Austria",Palaios,,27,,607,616,journal article,stated without evidence,English,0.2110/palo.2012.p12-043r,,,NA,2012-10-23 03:52:58,2012-10-23 03:52:58
A. Hendy,A. Hendy,,43491,B.,Landau,R. E.,Petit,C. M. da Silva,2012,"New Cancellariidae (Mollusca, Gastropoda) from the Miocene Gatun Formation of Panama, with eleven new species",Journal of Paleontology,,86,6,907,930,journal article,stated with evidence,English,,,,NA,2012-11-13 06:31:09,2012-11-13 06:31:09
M. Clapham,M. Clapham,,43577,T. K.,Huang,,,,1933,"Late Permian Brachiopoda of southwestern China, Part 2","Palaeontologia Sinica, Series B",,9,2,1,172,serial monograph,stated with evidence,English,,,,NA,2012-11-23 08:50:00,2012-11-23 08:50:00
M. Clapham,M. Clapham,,43754,W. H.,He,G. R.,Shi,"Y. Zhang, T. L. yang, F. Teng, S. B. Wu",2012,Systematics and palaeoecology of Changhsingian (Late Permian) Ambocoeliidae brachiopods from South China and implications for the end-Permian mass extinction,Alcheringa,,36,,515,530,journal article,stated with evidence,English,,,,NA,2012-12-05 06:20:24,2012-12-05 06:20:24
A. Hendy,A. Hendy,A. Hendy,43760,A. J. W.,Hendy,,,,2014,"Neogene shallow-marine paleoenvironments and chronostratigraphy of the Guajira Peninsula, Colombia",,,,,,,unpublished,stated without evidence,English,,,,NA,2012-12-05 09:42:03,2014-05-19 06:25:53
A. Hendy,A. Hendy,,43764,R. W.,Portell,G. L.,Polites,G. W. Schmelz,2006,Mollusca: Shoal River Formation (Middle Miocene,Florida Fossil Invertebrates,,9,,1,52,serial monograph,stated without evidence,English,,,,NA,2012-12-05 16:15:04,2012-12-05 16:15:04
M. Clapham,M. Clapham,P. Wagner,43978,K.,Bandel,,,,2010,"Relationships of the Triassic Eucycloidea Koken, 1897 (Mollusca, Gastropoda) to modern genera such as Pagodatrochus, Calliotropis and Euchelus, based on morphology of the early shell",Bulletin of Geosciences,,85,,435,486,journal article,stated with evidence,English,10.3140/bull.geosci.1208,,,,2012-12-16 06:01:45,2013-10-18 14:25:12
M. Clapham,M. Clapham,,44013,D. A. B.,Pearson,,,,1977,Rhaetian brachiopods of Europe,Neue Denkschriften des Naturhistorischen Museums in Wien,,1,,1,85,serial monograph,stated with evidence,English,,,,NA,2012-12-18 07:52:11,2012-12-18 07:52:11
M. Clapham,M. Clapham,M. Clapham,44049,H.,Zugmayer,,,,1882,Untersuchungen �ber rh�tische Brachiopoden,Beitr�ge zur Pal�ontologie und Geologie �sterreich-Ungarns und des Orients,,1,,1,42,journal article,stated with evidence,German,,,,NA,2012-12-19 04:47:55,2012-12-19 16:06:14
M. Aberhan,T. Schossleitner,,44300,A. S.,Kassab,,,N. A. Obaidalla,2001,"Integrated biostratigraphy and inter-regional correlation of the Cenomanian�Turonian deposits of Wadi Feiran, Sinai, Egypt",Creatceous Research,,22,,105,114,journal article,stated without evidence,English,10.1006/cres.2000.0240,,,NA,2013-01-15 23:04:52,2013-01-15 23:04:52
S. Finnegan,S. Finnegan,,44576,J.,Jin,R.,Zhan,,2008,"Late Ordovician Orthide and Billingsellide Brachiopods from Anticosti Island, Eastern Canada: Diversity Change Through Mass Extinction",National Research Council of Canada Monograph Series,,,,,,serial monograph,stated without evidence,English,,,,NA,2013-01-31 05:15:59,2013-01-31 05:15:59
W. Kiessling,M. Krause,,44657,M.,Mannani,M.,Yazdi,,2009,Late Triassic and Early Cretaceous sedimentary sequences of the northern Isfahan Province (Central Iran): stratigraphy and paleoenvironments,Bolet�n de la Sociedad Geol�gica Mexicana,,61,3,367,374,journal article,stated with evidence,English,,,,NA,2013-02-05 03:18:11,2013-02-05 03:18:11
P. Wagner,P. Wagner,,44743,L. E.,Popov,O.,Vinn,O. I. Nikitina,2001,Brachiopods of the redefined family Tritoechiidae from the Ordovician of Kazakhstan and South Urals,Geobios,,34,2,131,155,journal article,stated with evidence,English,10.1016/S0016-6995(01)80057-7,,,NA,2013-02-09 13:15:47,2013-02-09 13:15:47
M. Clapham,M. Clapham,,44824,E.,Kristan-Tollmann,,,,1980,"Tulipacrinus tulipa n. g. n. sp., eine Mikrocrinoide aus der alpinen Obertrias",Annalen des Naturhistorischen Museums in Wien,,83,,215,229,journal article,stated with evidence,German,,,,NA,2013-02-11 13:59:22,2013-02-11 13:59:22
W. Kiessling,M. Krause,,44920,F. A.,Sundberg,R.,Kurkewicz,D. L. Rooks,2007,"Wujiajiania Sutherlandi fauna (Elvinia biozone, Paibian Stage, Furongian Series- ""Upper"" Cambrian) from the Emigrant Formation, Nevada",Journal of Paleontology,,81,4,794,796,journal article,stated with evidence,English,,,,NA,2013-02-16 01:46:52,2013-02-16 01:46:52
M. Aberhan,T. Schossleitner,T. Schossleitner,45224,W. S.,Ayoub-Hannaa,,,,2011,"Taxonomy and palaeoecology of the Cenomanian-Turonian macroinvertebrates from eastern Sinai, Egypt (part A)",,,,,1,418,Ph.D. thesis,stated with evidence,English,,,,NA,2013-02-28 23:57:46,2013-03-05 23:35:05
W. Kiessling,M. Krause,,45528,J. S.,Hollingsworth,,,,2006,Holmiidae (Trilobita: Olenellina) of the Montezuman Stage (Early Cambrian) in Western Nevada,Journal of Paleontology,,80,2,309,332,journal article,stated with evidence,English,,,,NA,2013-03-11 19:02:56,2013-03-11 19:02:56
M. Aberhan,T. Schossleitner,P. Wagner,45577,B.,Gertsch,G.,Keller,"T. Adatte, z. Berner, A. S. Kassab, A. A. A. Tantawy, A. M. El-Sabbagh, D. Stueben",2010,"Cenomanian�Turonian transition in a shallow water sequence of the Sinai, Egypt",International Journal of Earth Sciences (Geologische Rundschau),,99,,165,182,journal article,stated without evidence,English,10.1007/s00531-008-0374-4,,,NA,2013-03-13 23:11:19,2015-11-23 15:13:39
M. Aberhan,T. Schossleitner,,45714,P.,Bengtson,,,,1983,"The Cenomanian-Coniacian of Sergipe Basin, Brazil",Fossil and Strata,,,12,1,78,serial monograph,,English,,,,NA,2013-03-18 19:27:07,2013-03-18 19:27:07
M. Aberhan,T. Schossleitner,,45778,J.,Seeling,P.,Bengtson,,1999,"Cenomanian oysters from the Sergipe Basin, Brazil",Creatceaous Research,,20,,747,765,journal article,stated with evidence,English,,,,NA,2013-03-19 23:37:04,2013-03-19 23:37:04
J. P�lfy,A. Kocsis,A. Kocsis,45917,Y.,Alm�ras,M.,Cougnon,"R. Enay, C. Mangold",2010,Brachiopodes du Jurasique Inf�rieur et moyen d'Arabie Saoudite centrale,Documents des Laboratoires de G�ologie de Lyon,,168,,1,247,serial monograph,stated with evidence,French,,,,NA,2013-03-23 00:05:18,2013-03-23 00:06:28
N. Bonuso,P. Monarrez,,46061,M. K.,Schimmel,M.,Kowalewski,B. P. Coffey,2012,"Traces of predation &#8260;parasitism recorded in Eocene brachiopods from the Castle Hayne Limestone, North Carolina, USA",Lethaia,,45,,274,289,journal article,none discussed,English,,,,,2013-03-30 12:53:44,2013-03-30 12:53:44
M. Aberhan,T. Schossleitner,,46243,T.,Komatsu,K.,Yoshihara,"M. H. Dick, R. Takashima, A. Ostrovsky, H. Nishi",2008,"Habitats of Bivalves in the Lower-Cretaceous Aptian Tanohata and Aptian to Albian Hiraiga Formations, Iwate Prefecture, Northeastern Japan","Origin and Evolution of Natural Diversity, Proceedings of International Symposium �The Origin and Evolution of Natural Diversity�, 1�5 October 2007, Sapporo","H. Okada, S. F. Mawatari, N. Suzuki, P. Gautam",,,163,170,book chapter,stated without evidence,English,,,,NA,2013-04-11 18:02:45,2013-04-11 18:02:45
A. Hendy,A. Hendy,,46253,A. J. W.,Hendy,,,,2013,"Spatial and stratigraphic variation in marine paleoenvironments in the Late Miocene Gatun Formation, Isthmus of Panama",Palaios,,,,,,journal article,stated without evidence,English,,,,NA,2013-04-12 03:22:22,2013-04-12 03:22:22
P. Wagner,P. Wagner,,46256,J. G.,Johnson,,,,1970,Great Basin Lower Devonian Brachiopoda,Geological Society of America Special Paper,,,131,1,421,journal article,stated without evidence,English,,,,NA,2013-04-12 03:45:42,2013-04-12 03:45:42
M. Aberhan,T. Schossleitner,,46336,J.,Seeling,P.,Bengtson,,2003,"The Late Cretaceous bivalve Didymotis Gerhardt, 1987 from Sergipe Brazil",Pal�ontologische Zeitschrift,,77,1,153,160,journal article,stated without evidence,English,,,,NA,2013-04-16 20:40:02,2013-04-16 20:40:02
M. Aberhan,T. Schossleitner,T. Schossleitner,46368,E. J.,Andrade,,,,2005,"Turonian inoceramids and biostratigraphy of the Sergipe Basin, northeastern Brazil: an integrated study of the Votorantim and Nassau quarries",,,,,1,155,Ph.D. thesis,stated without evidence,English,,,,NA,2013-04-17 18:13:28,2013-04-17 18:14:13
M. Clapham,M. Clapham,,46653,N. A.,Shishova,,,,1965,O sistematischeskom polozhenii i obeme semeystva Hyphasmoporidae,Paleontologicheskii Zhurnal,,1965,2,55,62,journal article,stated with evidence,Russian,,,,NA,2013-05-03 06:29:31,2013-05-03 06:29:31
W. Kiessling,M. Krause,M. Krause,46846,A.,Ernst,S.,Manda,K. Z�gorsek,2011,"Cryptostome bryozoan Stictoporella simplex (Pocta, 1894) from the Silurian of Bohemia","Neues Jahrbuch f�r Geologie und Pal�ontologie, Abhandlungen",,260,1,79,85,journal article,stated with evidence,English,,,,NA,2013-05-16 22:37:56,2013-05-16 22:39:09
A. Hendy,A. Hendy,,47055,O.,Aguilera,D. R.,de Aguilera,,1999,Bathymetric distribution of Miocene to Pleistocene Caribbean teleostean fishes from the coast of Panama and Costa Rica,Bulletins of American Paleontology,,357,,251,269,book chapter,stated without evidence,English,,,,NA,2013-06-05 05:32:06,2013-06-05 05:32:06
A. Hendy,A. Hendy,,47065,R. T.,Jackson,,,,1917,Fossil Echini of the Panama Canal Zone and Costa Rica,Proceedings of the Unites States National Museum,,53,,489,501,journal article,stated with evidence,English,,,,NA,2013-06-06 00:44:06,2013-06-06 00:44:06
M. Clapham,M. Clapham,,47115,Y.,Zhang,W. H.,He,"G. R. Shi, K. X. Zhang",2013,"A new Changhsingian (Late Permian) Rugosochonetidae (Brachiopoda) fauna from the Zhongzhai section, southwestern Guizhou Province, South China",Alcheringa,,37,,223,247,journal article,stated with evidence,English,,,,NA,2013-06-08 01:07:56,2013-06-08 01:07:56
M. Clapham,M. Clapham,,47250,Y.,Zhang,Y. G.,Jin,,1961,"An Upper Permian brachiopod fauna from Jingxian, Anhui Province",Acta Palaeontologica Sinica,,9,,401,417,journal article,stated with evidence,Chinese,,,,NA,2013-06-19 19:35:09,2013-06-19 19:35:09
M. Clapham,M. Clapham,,47676,Z. S.,Li,Z. P.,Zhan,"J. Y. Dai, R. G. Jin, X. F. Zhu, J. H. Zhang, H. Q. Huang, D. Y. Xu, Z. Yan, H. M. Li",1989,,Study on the Permian-Triassic Biostratigraphy and Event Stratigraphy of Northern Sichuan and Southern Shaanxi,,,,1,435,book,stated with evidence,Chinese,,,,NA,2013-07-20 11:32:11,2013-07-20 11:32:11
W. Kiessling,M. Krause,J. Ju,47804,A. R.,Palmer,R. B.,Halley,,1979,Physical Stratigraphy and Trilobite Biostratigraphy of the Carrara Formation (Lower and Middle Cambrian) in the Southern Great Basin,United States Geological Survey Professional Paper,,1047,,1,131,journal article,stated with evidence,English,,,,NA,2013-08-02 18:11:00,2016-12-03 19:41:45
M. Uhen,M. Uhen,M. Uhen,48009,L. W.,Ward,,,,2007,Stratigraphy of outcropping Eocene and Oligocene formations-Coastal Plain of the Carolinas,Virginia Museum of Natural History Guidebook,,4,,1,26,guidebook,stated without evidence,English,,"Carolina Geological Society Annual Field Trip Novmber 10, 2007 Supplementary Guidebook Eocene and Oligocene Stratigraphy of Southeastern North Carolina",,NA,2013-08-28 03:55:40,2013-09-27 04:24:20
M. Uhen,M. Uhen,M. Uhen,48009,L. W.,Ward,,,,2007,Stratigraphy of outcropping Eocene and Oligocene formations-Coastal Plain of the Carolinas,Virginia Museum of Natural History Guidebook,,4,,1,26,guidebook,stated without evidence,English,,"Carolina Geological Society Annual Field Trip Novmber 10, 2007 Supplementary Guidebook Eocene and Oligocene Stratigraphy of Southeastern North Carolina",,,2013-08-28 03:55:40,2013-09-27 04:24:20
W. Kiessling,M. Krause,M. Krause,48157,W.,Ayoub-Hannaa,F. T.,F�rsich,,2012,"Palaeoecology and environmental significance of benthic associations from the Cenomanian-Turonian of eastern Sinai, Egypt",Beringeria,,,42,93,138,journal article,stated with evidence,English,,,,NA,2013-09-11 00:32:50,2013-09-17 23:34:47
M. Clapham,M. Clapham,,48287,G. H.,Girty,,,,1929,New Carboniferous invertebrates - II,Journal of the Washington Academy of Sciences,,19,,406,415,journal article,stated with evidence,English,,,,NA,2013-09-26 12:06:08,2013-09-26 12:06:08
M. Clapham,M. Manojlovic,,48457,J.,Szabo,,,,1982,"Lower and Middle Jurassic Gastropods from the Bakony Mountains (Hungary) Part IV: Neritacea, Craspedostomatacea, Amberleyacea (Archeogastropoda)",Annales Historico-Naturales Musei Nationalis Hungarici,,74,,17,33,journal article,stated with evidence,English,,,,NA,2013-10-08 16:02:46,2013-10-08 16:02:46
W. Kiessling,M. Krause,,48472,L.,Luci,R. M.,Garberoglio ,D. G. Lazo,2013,"Serpulids and other calcareous tube-dwelling encrusting polychaetes from the Early Cretaceous Agrio Formation (Neuquen Basin, Argentina)",Geobios,,46,3,213,224,journal article,stated with evidence,English,,,,NA,2013-10-10 06:39:57,2013-10-10 06:39:57
P. Wagner,P. Wagner,,48617,L.,Hints,O.,Hints,"D. Kaljo, T. Kiipli, P. M�nnik, J. N�lvak, H. P�rnaste",2010,"Hirnantian (latest Ordovician) bio- and chemostratigraphy of the Stirnas-18 core, western Latvia",Estonian Journal of Earth Sciences,,59,1,1,24,journal article,stated without evidence,English,,,,NA,2013-11-01 22:15:15,2013-11-02 14:15:15
P. Wagner,P. Wagner,B. Kr�ger,48689,L.,Hints,,,,2012,"New Hirnantian orthide brachiopods from the type section of the Porkuni Stage (Porkuni quarry, northeastern Estonia)",Estonian Journal of Earth Sciences,,61,4,227,241,journal article,stated with evidence,English,10.3176/earth.2012.4.04,,,NA,2013-11-02 22:29:54,2014-08-01 09:22:42
M. Clapham,M. Manojlovic,,49060,R. S.,Craig,,,,2001,"The Cenozoic Brachiopoda of the Bremer and Eucla Basins, southwest Western Australia",Records of the Western Australian Museum,,20,,199,236,journal article,stated with evidence,English,,,,NA,2013-11-20 17:39:07,2013-11-21 10:39:07
M. Clapham,M. Manojlovic,,49060,R. S.,Craig,,,,2001,"The Cenozoic Brachiopoda of the Bremer and Eucla Basins, southwest Western Australia",Records of the Western Australian Museum,,20,,199,236,journal article,stated with evidence,English,,,,,2013-11-20 17:39:07,2013-11-21 10:39:07
M. Clapham,M. Manojlovic,,49259,M. A.,Bitner,,,,1991,"A supposedly new brachiopod from the Paleogene of Seymour Island, West Antarctica",Polish Polar Research,,12,2,243,246,journal article,stated with evidence,English,,,,,2013-12-01 15:15:24,2013-12-02 08:15:24
M. Clapham,M. Manojlovic,,49261,M. A.,Bitner,,,,1996,"Brachiopods from the Eocene La Meseta Formation of Seymour Island, Antarctic Peninsula",Palaeontologia Polonica,,55,,65,100,journal article,stated with evidence,English,,,,,2013-12-01 15:43:23,2013-12-02 08:43:23
M. Clapham,M. Manojlovic,,49378,G. A.,Cooper,,,,1988,Some Tertiary Brachiopods of the East Coast of the United States,Smithsonian Contributions to Paleobiology,,,64,1,27,journal article,stated with evidence,English,,,,NA,2013-12-11 16:27:26,2013-12-12 09:27:26
